Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Hour,DayOfWeek,Month,IsWeekend,Lag_1_Hour,Lag_2_Hour,Lag_24_Hour
2006-12-17 17:00:00,3.406766666666667,0.16663333333333333,234.22983333333335,14.51,0.0,0.4666666666666667,16.816666666666666,17,6,12,1,3.3260333333333336,2.9854,4.222888888888889
2006-12-17 18:00:00,3.6971,0.13506666666666664,234.37233333333333,15.75,0.0,0.0,16.833333333333332,18,6,12,1,3.406766666666667,3.3260333333333336,3.6321999999999997
2006-12-17 19:00:00,2.9084,0.26516666666666666,233.19566666666665,12.516666666666667,0.0,0.5166666666666667,16.683333333333334,19,6,12,1,3.6971,3.406766666666667,3.4002333333333334
2006-12-17 20:00:00,3.3615,0.27149999999999996,236.4265,14.276666666666667,0.0,1.1166666666666667,17.116666666666667,20,6,12,1,2.9084,3.6971,3.2685666666666666
2006-12-17 21:00:00,3.040766666666667,0.26796666666666663,239.10416666666666,12.716666666666667,0.0,1.2,17.5,21,6,12,1,3.3615,2.9084,3.0564666666666667
2006-12-17 22:00:00,1.518,0.23536666666666667,242.19233333333332,6.383333333333334,0.0,0.4166666666666667,2.5,22,6,12,1,3.040766666666667,3.3615,2.2001333333333335
2006-12-17 23:00:00,0.4377333333333333,0.2218,245.734,1.9966666666666666,0.0,0.8,0.0,23,6,12,1,1.518,3.040766666666667,2.0616
2006-12-18 00:00:00,0.2763666666666667,0.09906666666666666,244.60750000000002,1.2233333333333334,0.0,0.03333333333333333,0.0,0,0,12,0,0.4377333333333333,1.518,1.8824666666666665
2006-12-18 01:00:00,0.31329999999999997,0.1519,243.51933333333332,1.4166666666666667,0.0,0.5833333333333334,0.0,1,0,12,0,0.2763666666666667,0.4377333333333333,3.3494
2006-12-18 02:00:00,0.2844666666666667,0.10906666666666666,246.89100000000002,1.2566666666666666,0.0,0.0,0.0,2,0,12,0,0.31329999999999997,0.2763666666666667,1.5872666666666668
2006-12-18 03:00:00,0.30993333333333334,0.14776666666666666,245.73183333333333,1.4,0.0,0.5666666666666667,0.0,3,0,12,0,0.2844666666666667,0.31329999999999997,1.6622
2006-12-18 04:00:00,1.0263333333333333,0.08,245.507,4.176666666666667,0.0,0.06666666666666667,12.55,4,0,12,0,0.30993333333333334,0.2844666666666667,2.2157666666666667
2006-12-18 05:00:00,0.2935,0.12193333333333332,245.2531666666667,1.2933333333333332,0.0,0.4666666666666667,0.0,5,0,12,0,1.0263333333333333,0.30993333333333334,1.9967333333333335
2006-12-18 06:00:00,0.61,0.1129,245.70433333333332,2.6,0.0,0.08333333333333333,0.0,6,0,12,0,0.2935,1.0263333333333333,1.3033000000000001
2006-12-18 07:00:00,2.4504333333333337,0.153,240.96233333333333,10.22,0.08333333333333333,0.45,11.3,7,0,12,0,0.61,0.2935,1.6200333333333332
2006-12-18 08:00:00,2.082133333333333,0.07373333333333333,237.88033333333334,8.726666666666667,12.466666666666667,0.03333333333333333,17.35,8,0,12,0,2.4504333333333337,0.61,1.8905666666666667
2006-12-18 09:00:00,1.6293333333333335,0.08516666666666667,237.40466666666669,6.816666666666666,5.166666666666667,0.48333333333333334,17.266666666666666,9,0,12,0,2.082133333333333,2.4504333333333337,2.5490666666666666
2006-12-18 10:00:00,1.3096333333333334,0.05283333333333333,239.0805,5.426666666666667,0.0,0.0,17.5,10,0,12,0,1.6293333333333335,2.082133333333333,3.6289000000000002
2006-12-18 11:00:00,1.5619333333333332,0.12733333333333333,239.77100000000002,6.47,0.0,0.5166666666666667,17.6,11,0,12,0,1.3096333333333334,1.6293333333333335,2.4709999999999996
2006-12-18 12:00:00,1.7560666666666667,0.0873,242.57999999999998,7.246666666666667,0.0,0.0,18.016666666666666,12,0,12,0,1.5619333333333332,1.3096333333333334,1.9158666666666666
2006-12-18 13:00:00,1.6820666666666668,0.1265,241.95416666666668,6.9399999999999995,0.0,0.5333333333333333,17.366666666666667,13,0,12,0,1.7560666666666667,1.5619333333333332,1.6607666666666667
2006-12-18 14:00:00,1.7330333333333334,0.049300000000000004,242.19650000000001,7.096666666666667,0.0,0.0,17.383333333333333,14,0,12,0,1.6820666666666668,1.7560666666666667,2.092633333333333
2006-12-18 15:00:00,1.7842999999999998,0.10406666666666667,242.4235,7.3100000000000005,0.0,0.5166666666666667,17.983333333333334,15,0,12,0,1.7330333333333334,1.6820666666666668,2.9854
2006-12-18 16:00:00,1.9493,0.20443333333333333,242.38066666666666,8.096666666666668,0.0,0.0,17.983333333333334,16,0,12,0,1.7842999999999998,1.7330333333333334,3.3260333333333336
2006-12-18 17:00:00,2.1549,0.09780000000000001,238.72916666666666,8.993333333333334,0.0,0.3333333333333333,17.45,17,0,12,0,1.9493,1.7842999999999998,3.406766666666667
2006-12-18 18:00:00,2.402533333333333,0.0791,236.66850000000002,10.083333333333334,0.0,0.25,16.916666666666668,18,0,12,0,2.1549,1.9493,3.6971
2006-12-18 19:00:00,2.6145,0.20076666666666665,235.32916666666668,11.19,0.0,9.1,0.0,19,0,12,0,2.402533333333333,2.1549,2.9084
2006-12-18 20:00:00,3.0505666666666666,0.12036666666666666,234.52433333333335,13.046666666666665,0.0,0.5,13.25,20,0,12,0,2.6145,2.402533333333333,3.3615
2006-12-18 21:00:00,2.1697333333333333,0.07173333333333334,237.59083333333334,9.24,0.0,0.0,3.716666666666667,21,0,12,0,3.0505666666666666,2.6145,3.040766666666667
2006-12-18 22:00:00,1.7388000000000001,0.10796666666666667,240.2115,7.25,0.0,8.85,0.0,22,0,12,0,2.1697333333333333,3.0505666666666666,1.518
2006-12-18 23:00:00,1.5472666666666666,0.1325,242.65933333333334,6.6,0.0,20.316666666666666,0.0,23,0,12,0,1.7388000000000001,2.1697333333333333,0.4377333333333333
2006-12-19 00:00:00,0.8371333333333334,0.09283333333333334,242.07116666666667,3.5433333333333334,0.0,0.9666666666666667,8.15,0,1,12,0,1.5472666666666666,1.7388000000000001,0.2763666666666667
2006-12-19 01:00:00,0.3530333333333333,0.07586666666666667,241.80833333333334,1.57,0.0,0.25,0.7333333333333333,1,1,12,0,0.8371333333333334,1.5472666666666666,0.31329999999999997
2006-12-19 02:00:00,0.3272333333333333,0.10573333333333333,245.7795,1.4633333333333334,0.0,0.6333333333333333,0.0,2,1,12,0,0.3530333333333333,0.8371333333333334,0.2844666666666667
2006-12-19 03:00:00,0.3083,0.073,244.46316666666664,1.3633333333333333,0.0,0.16666666666666666,0.0,3,1,12,0,0.3272333333333333,0.3530333333333333,0.30993333333333334
2006-12-19 04:00:00,0.32783333333333337,0.10246666666666666,244.1865,1.5,0.0,0.7166666666666667,0.0,4,1,12,0,0.3083,0.3272333333333333,1.0263333333333333
2006-12-19 05:00:00,0.30666666666666664,0.07086666666666666,243.07583333333332,1.38,0.0,0.16666666666666666,0.0,5,1,12,0,0.32783333333333337,0.3083,0.2935
2006-12-19 06:00:00,0.7963333333333333,0.10679999999999999,242.02966666666669,3.466666666666667,0.0,0.6833333333333333,0.0,6,1,12,0,0.30666666666666664,0.32783333333333337,0.61
2006-12-19 07:00:00,1.7856333333333334,0.08443333333333333,239.42616666666666,7.543333333333334,0.0,0.0,7.4,7,1,12,0,0.7963333333333333,0.30666666666666664,2.4504333333333337
2006-12-19 08:00:00,3.879033333333333,0.12243333333333334,236.14633333333333,16.54,9.35,26.183333333333334,17.1,8,1,12,0,1.7856333333333334,0.7963333333333333,2.082133333333333
2006-12-19 09:00:00,1.6177666666666668,0.08746666666666666,239.57233333333335,6.963333333333334,4.633333333333334,14.366666666666667,3.2666666666666666,9,1,12,0,3.879033333333333,1.7856333333333334,1.6293333333333335
2006-12-19 10:00:00,0.4371333333333334,0.12576666666666667,242.30566666666667,1.9433333333333331,0.0,1.4166666666666667,0.0,10,1,12,0,1.6177666666666668,3.879033333333333,1.3096333333333334
2006-12-19 11:00:00,2.321633333333333,0.08453333333333334,240.325,9.863333333333333,0.0,34.35,0.0,11,1,12,0,0.4371333333333334,1.6177666666666668,1.5619333333333332
2006-12-19 12:00:00,0.43066666666666664,0.13269999999999998,242.9586666666667,1.9233333333333333,0.0,2.9166666666666665,0.0,12,1,12,0,2.321633333333333,0.4371333333333334,1.7560666666666667
2006-12-19 13:00:00,0.30046666666666666,0.08176666666666667,243.6025,1.2933333333333332,0.0,0.6166666666666667,0.0,13,1,12,0,0.43066666666666664,2.321633333333333,1.6820666666666668
2006-12-19 14:00:00,0.3021333333333333,0.11886666666666666,246.94583333333333,1.3333333333333333,0.0,0.75,0.0,14,1,12,0,0.30046666666666666,0.43066666666666664,1.7330333333333334
